t,incu5_med,incu5_lower,incu5_upper,incu5_smc_med,incu5_smc_lower,incu5_smc_upper
636,6.830267155515915e-4,3.132932917729549e-4,0.0011077272971405515,6.82615012463578e-4,3.125690285384878e-4,0.0011076568675919655
637,6.809461364077125e-4,3.1150753259043127e-4,0.0011025927674138422,6.810539033253685e-4,3.112083162902429e-4,0.0011027354926455234
638,6.793576779405793e-4,3.1085233274574667e-4,0.0010973867903533302,6.789864885614158e-4,3.0973998253223966e-4,0.0010972094861585772
639,6.754349081166081e-4,3.0905720644477345e-4,0.001091790015527118,6.756927577036853e-4,3.088182605907283e-4,0.0010917624614964307
640,6.761954792591171e-4,3.0935528440843494e-4,0.0010895203217175212,6.767887321639417e-4,3.0759446436815895e-4,0.001089889467146332
641,6.77203105051245e-4,3.0764704917122707e-4,0.0010882792240118088,6.771681605112892e-4,3.0725514436841326e-4,0.0010872122252638013
642,6.764709804390424e-4,3.0906054346866135e-4,0.001086462040739419,6.760225209082439e-4,3.0669264006831027e-4,0.0010870642581586338
643,6.764236886015918e-4,3.0805674747111844e-4,0.0010859363446201616,6.763691801154884e-4,3.0807097676606974e-4,0.0010847778837945131
644,6.780472292083865e-4,3.105484768579672e-4,0.001082148436931006,6.780553150354945e-4,3.0793777468001034e-4,0.0010825118422243085
645,6.783192897744116e-4,3.11013491880161e-4,0.0010808175364706075,6.792512541735169e-4,3.1079208639665616e-4,0.0010800556829958824
646,6.827242916516364e-4,3.143477000476381e-4,0.0010783788148754766,6.823880286179544e-4,3.1276741409370104e-4,0.0010785466790965747
647,6.842308908713749e-4,3.1705827577806043e-4,0.00107601197556852,6.841472779719696e-4,3.156691806896417e-4,0.0010770492970618574
648,6.841891122578668e-4,3.203843787025392e-4,0.0010749414240937318,6.837915413221444e-4,3.192530749981295e-4,0.0010735558529091427
649,6.777866143901985e-4,3.261422944285105e-4,0.001069808659721345,6.781148546055345e-4,3.233283546417767e-4,0.0010709878721345935
650,6.772835301676951e-4,3.2971108314659996e-4,0.0010685253347165477,6.763047150742415e-4,3.276799503792712e-4,0.00106683862845909
651,6.751520667843431e-4,3.3516596656864696e-4,0.0010631155467084566,6.733916834259855e-4,3.3284255059205315e-4,0.0010635369986192968
652,6.739324269949782e-4,3.345735857448918e-4,0.0010594911821917101,6.736837961651536e-4,3.368507643787499e-4,0.0010589552081905402
653,6.727532137111132e-4,3.4212670701955054e-4,0.0010536836007101293,6.710627598386831e-4,3.392444009871307e-4,0.0010478475131508484
654,6.717918726235909e-4,3.506127138064941e-4,0.0010408680136061881,6.712418409922152e-4,3.4830748757900946e-4,0.0010356722574911695
655,6.705119996316728e-4,3.5459563270787066e-4,0.0010309839575139699,6.693462899603846e-4,3.5464855368924457e-4,0.0010279119707177517
656,6.695254597168154e-4,3.545466271999359e-4,0.0010253241772321445,6.691192952391856e-4,3.553557545842795e-4,0.0010222035142644938
657,6.680891709416673e-4,3.5332607299290745e-4,0.0010190952828191323,6.682596957556127e-4,3.5357252235996943e-4,0.0010162600477732608
658,6.68056867980529e-4,3.530149437416478e-4,0.0010194618972646557,6.673445958291847e-4,3.5388806329995833e-4,0.0010247506113284905
659,6.727277002327613e-4,3.518249470528898e-4,0.001026528100724418,6.703002242202476e-4,3.518215199442816e-4,0.001026004602240677
660,6.736379974105096e-4,3.479012310846019e-4,0.0010223167736222991,6.667197242836548e-4,3.4761869534412224e-4,0.001021144466347595
661,6.658937932394383e-4,3.433709861962132e-4,0.0010178397232412973,6.662999792801602e-4,3.433879755105106e-4,0.0010173582159627474
662,6.658034042691875e-4,3.3983350642902426e-4,0.0010139934832932881,6.659857356098726e-4,3.3956191083985563e-4,0.0010129893696328792
663,6.668110131801497e-4,3.357768589976571e-4,0.001010002751767992,6.652170916938385e-4,3.35859498444135e-4,0.0010094615109573924
664,6.705563108760038e-4,3.328242491432383e-4,0.001006600489820316,6.687011561450582e-4,3.3251382533238375e-4,0.0010067465749567812
665,6.659694838238256e-4,3.291130354717422e-4,0.0010078154930467855,6.654581409099117e-4,3.292533910829301e-4,0.0010094699583229887
666,6.619292169287331e-4,3.2662397942375093e-4,0.0010098103152817854,6.613524020074911e-4,3.263598470339653e-4,0.001011400603241863
667,6.610669879590413e-4,3.234113025016172e-4,0.0010119647477680517,6.604924824123487e-4,3.234442393804421e-4,0.0010132255364522194
668,6.601960149687911e-4,3.210466146041026e-4,0.00101357543694036,6.596506974007502e-4,3.213515366104335e-4,0.001014659379103191
669,6.586284367725143e-4,3.1986226689745576e-4,0.0010175366314334462,6.585658280719117e-4,3.193906011191266e-4,0.001018358466153052
670,6.557351817465745e-4,3.199721663677661e-4,0.0010234624570164069,6.564288227292575e-4,3.2065804928759606e-4,0.0010249215629219938
671,6.564799457040913e-4,3.1909652628035084e-4,0.0010280562733331528,6.555577724251778e-4,3.182735761975596e-4,0.0010290329376862264
672,6.557073756606859e-4,3.207064269954691e-4,0.0010325540317904283,6.569284315749229e-4,3.206607021199449e-4,0.001033373139819326
673,6.55921068708152e-4,3.206098836113652e-4,0.001034280140980518,6.550408385080865e-4,3.1948910367928895e-4,0.0010359330786265807
674,6.55211179840546e-4,3.2176813032044356e-4,0.001037017794673276,6.549266859520637e-4,3.218257086319916e-4,0.0010381766237689436
675,6.549301663189901e-4,3.2394700946001295e-4,0.0010356923301112245,6.5480445404949e-4,3.227193399595048e-4,0.001037989903944844
676,6.559219711521748e-4,3.2531652672866196e-4,0.0010361364525195752,6.550787065238229e-4,3.2561398546465117e-4,0.0010376486299212419
677,6.549114541302193e-4,3.288085955958887e-4,0.001032141458213582,6.547508605559487e-4,3.281377600432031e-4,0.0010354188116936224
678,6.559335661409559e-4,3.319139161682967e-4,0.0010294856443145936,6.551310034274105e-4,3.319397288897107e-4,0.0010310884465034485
