t,incu5_med,incu5_lower,incu5_upper,incu5_smc_med,incu5_smc_lower,incu5_smc_upper
974,1.3958276913758735e-4,3.3830522485649045e-5,3.8086826299642024e-4,1.3959928045361792e-4,3.261286045925957e-5,3.815911492427985e-4
975,1.3712951974886867e-4,3.1893151318566924e-5,3.8332971237509507e-4,1.3763939157705082e-4,3.374788744442136e-5,3.829008096569354e-4
976,1.382921749207472e-4,3.381367060208708e-5,3.8306553089304505e-4,1.3815841079745913e-4,3.3125659043583845e-5,3.839695376941662e-4
977,1.364979319202746e-4,3.272878760406136e-5,3.8284846631722613e-4,1.366408854026012e-4,3.4204003555273954e-5,3.8309767536575995e-4
978,1.3685684486762327e-4,3.479396317923415e-5,3.8142464669325927e-4,1.3587882052198649e-4,3.4402677636562165e-05,3.805898722101832e-4
979,1.3613216434923424e-4,3.512907198989753e-5,3.782776969847368e-4,1.3581003343194267e-4,3.551991639448629e-5,3.786360626378065e-4
980,1.3364005442192197e-4,3.5894385042368505e-5,3.761676193123708e-4,1.336393428058886e-4,3.558816195403821e-5,3.7507485085786483e-4
981,1.3049473534423094e-4,3.856087940923571e-5,3.724257354512323e-4,1.3054414395816154e-4,3.8878294014702487e-5,3.718766273843255e-4
982,1.321740808453591e-4,4.201434855014544e-5,3.679855127248917e-4,1.296710737499615e-4,4.134158731031216e-5,3.668889826610114e-4
983,1.2905437201773023e-4,3.996112479743956e-5,3.641070268232664e-4,1.2712418997252217e-4,4.081644221342394e-5,3.6280340368527886e-4
984,1.2675649654186568e-4,3.9293035030016964e-5,3.5850937663372726e-4,1.2446807230167086e-4,3.876698533481356e-5,3.581818607987983e-4
985,1.2542434066422828e-4,3.7723167565265216e-5,3.6048231715576223e-4,1.2583092805909548e-4,3.701657006063976e-5,3.606514512867528e-4
986,1.247871907642908e-4,3.5949135511115144e-5,3.573625800952155e-4,1.2396340342577645e-4,3.5758768183490355e-5,3.5605990303228327e-4
987,1.2626844181638655e-4,3.491181554427364e-5,3.5485210546204785e-4,1.259047946480227e-4,3.560066756765045e-5,3.5292898499915913e-4
988,1.2800575996921456e-4,3.345372378874039e-5,3.497689200292069e-4,1.2727732406310862e-4,3.222932244502185e-5,3.512059556706062e-4
989,1.2899141147059903e-4,3.208171263581871e-5,3.438125797900443e-4,1.288210077851813e-4,3.2789198909611805e-5,3.450850075962297e-4
990,1.3041079165340632e-4,3.125384826861136e-5,3.3754606365952273e-4,1.3006865999102586e-4,3.0130476286749486e-5,3.3857064850964134e-4
991,1.2793449937702382e-4,2.9224689456297446e-5,3.3258495451531404e-4,1.279820290922765e-4,3.0105432279924005e-5,3.326851828380018e-4
992,1.2895058624390294e-4,2.985177163235937e-5,3.303801272148383e-4,1.2847738439820069e-4,2.830763337515946e-5,3.2927722395082945e-4
993,1.2872734170942107e-4,2.823034581939095e-5,3.3362907063602947e-4,1.2815767806504533e-4,2.8197498518727507e-5,3.3272301138907826e-4
994,1.2885586674852645e-4,2.7550839785515937e-5,3.3635208831289264e-4,1.291961073744435e-4,2.73337965049681e-5,3.3539472159915384e-4
995,1.291276747178465e-4,2.6617779172009356e-5,3.3946788867477974e-4,1.286306007461608e-4,2.6508345568184485e-5,3.384109771683547e-4
996,1.2935294717826028e-4,2.549014259001194e-5,3.4180637373867683e-4,1.2968070091880517e-4,2.5444583528785393e-5,3.4101808671755946e-4
997,1.2958561537026577e-4,2.477683610322674e-5,3.464495460843375e-4,1.2924863068738954e-4,2.4806418185610478e-5,3.450989475128112e-4
998,1.298085010944374e-4,2.408777701062241e-5,3.52067828831004e-4,1.2999534252903445e-4,2.357416879106959e-5,3.5075096798765654e-4
999,1.2874905129971512e-4,2.2767764424122547e-5,3.571666974803457e-4,1.290508938475372e-4,2.303938103617147e-5,3.5600110348978195e-4
1000,1.267169711029386e-4,2.268344949107653e-5,3.6191151202300226e-4,1.2643786165985146e-4,2.2091814829084355e-5,3.6070092040264845e-4
1001,1.2684908733692066e-4,2.1083077495453025e-5,3.660053383070128e-4,1.2612963204624035e-4,2.1619883710962498e-5,3.6509779634100984e-4
1002,1.2874850625565828e-4,2.1443567372766097e-5,3.6985224991584263e-4,1.279093911438723e-4,2.0680936240183557e-5,3.686535172604473e-4
1003,1.298755440759453e-4,1.9700478314577864e-5,3.7318573678562085e-4,1.2914426118039717e-4,2.0618104098786657e-5,3.724607812407043e-4
1004,1.3121469528012996e-4,2.045797138223592e-5,3.7545296153079896e-4,1.3066800921738027e-4,1.9447317940247357e-5,3.743670458521424e-4
1005,1.3309202799912233e-4,1.8926869479794e-5,3.7818564633514113e-4,1.3256681495136678e-4,1.974545143245318e-5,3.773742070089574e-4
1006,1.3515286001006973e-4,1.962596607696722e-5,3.786799041504221e-4,1.336992711666127e-4,1.9162806810038216e-5,3.7774114273522166e-4
1007,1.3600163730988755e-4,1.977285030098632e-5,3.793810231156341e-4,1.359137545772734e-4,1.9572827499246637e-5,3.786964265087672e-4
1008,1.376602899397256e-4,1.9648559927320837e-5,3.7854232293447836e-4,1.367978734937068e-4,2.0544442964950634e-5,3.77538162589941e-4
1009,1.396879540268909e-4,2.286977420790864e-5,3.76434882052412e-4,1.380256744760476e-4,2.1986790868259478e-5,3.7594777030404913e-4
1010,1.3916826323907882e-4,2.13361678685321e-5,3.736973321921001e-4,1.4129078932379954e-4,2.3834547998282032e-5,3.72817405866605e-4
1011,1.4512888447794635e-4,2.3674035283628237e-5,3.693913099175846e-4,1.4545188413749686e-4,2.2384879611358856e-5,3.6861729534454614e-4
1012,1.480812351309977e-4,2.2576830220485992e-5,3.645291436290657e-4,1.4823310622786255e-4,2.3951880096285243e-5,3.6434568746039045e-4
1013,1.4726499245316965e-4,2.285630694070912e-5,3.636050008291044e-4,1.4737494646315292e-4,2.3131638170038623e-5,3.618604231113432e-4
1014,1.5320499607098922e-4,2.4269076044319155e-5,3.597630855303758e-4,1.5280882587655453e-4,2.430104716045636e-5,3.597053011847308e-4
1015,1.5440146757351035e-4,2.5809667335360325e-5,3.5781848384332064e-4,1.5538941376247976e-4,2.4487558749788904e-5,3.5650286443755737e-4
1016,1.5440598436882732e-4,2.595644857257371e-5,3.5416627814462305e-4,1.5469607363966743e-4,2.54825504634842e-5,3.5402377095173216e-4
1017,1.5738475737143325e-4,2.9335913132786523e-5,3.5072416202436437e-4,1.5528776250357026e-4,2.8705020933037693e-5,3.4947630259355035e-4
1018,1.5533029033961665e-4,3.1381661158045274e-5,3.47442388743466e-4,1.563085490154759e-4,3.0489277951392763e-5,3.469838890829796e-4
1019,1.576357574218727e-4,3.25695219469914e-5,3.4316444723188474e-4,1.5679835653771142e-4,3.239136728783942e-5,3.4223547930381087e-4
1020,1.5757438054113358e-4,3.4087932076215927e-5,3.402051936828766e-4,1.5656885756339461e-4,3.4053955003545395e-5,3.3966195463667093e-4
1021,1.5290087063940134e-4,3.579435411583865e-5,3.3686513911849813e-4,1.521940434727179e-4,3.484579238900981e-5,3.3661332398050023e-4
1022,1.549574996255397e-4,3.640642242312439e-5,3.450792856009683e-4,1.5393293101466748e-4,3.643455201536107e-5,3.4822198915696143e-4
1023,1.564773590529923e-4,3.790367739198675e-5,3.567872889486132e-4,1.569797353677297e-4,3.733811490373158e-5,3.589558173827901e-4
1024,1.5431086971907056e-4,3.773402181132773e-5,3.6704499153779053e-4,1.5473206282104614e-4,3.852184056755915e-5,3.7049912431244797e-4
1025,1.4746971563189536e-4,3.647065370935106e-5,3.8083003203771403e-4,1.4721339988372557e-4,3.722068274679042e-5,3.842453668979343e-4
1026,1.460957368942605e-4,3.576896960663355e-5,3.9741637685351697e-4,1.463937515240207e-4,3.660217346362011e-5,4.0070667285270256e-4
1027,1.4521808961353953e-4,3.440950146084199e-5,4.128187124971681e-4,1.4541733688691467e-4,3.504766979801995e-5,4.1609436767277546e-4
1028,1.444301509795157e-4,3.39044700245708e-5,4.273223994786496e-4,1.452866264315451e-4,3.4529143022842546e-5,4.304259383406594e-4
1029,1.4791667143320523e-4,3.356988416445175e-5,4.406036630859763e-4,1.4802582939681997e-4,3.360980965900328e-5,4.437274533978841e-4
1030,1.5098826083961793e-4,3.461032325005659e-5,4.5295506625109587e-4,1.516427648735232e-4,3.4539555680582964e-5,4.558254039474731e-4
1031,1.5428364841306257e-4,3.411417500117427e-5,4.6013523425078844e-4,1.5423950343791484e-4,3.465246965822353e-5,4.6122534392635897e-4
1032,1.562846917343275e-4,3.267679215527128e-5,4.61909565021653e-4,1.5611541107097762e-4,3.339625601465433e-5,4.620845346726206e-4
1033,1.5508548883438807e-4,3.0471278892775566e-5,4.5978891922441895e-4,1.5473174950184288e-4,3.0136091978693648e-5,4.5986430875683763e-4
1034,1.5639514788281996e-4,2.7098788816650745e-5,4.5821668268113667e-4,1.564708835079696e-4,2.8424408879505135e-5,0.00045836947432610457
1035,1.5616959649749062e-4,2.5459642923278195e-5,4.557910235226893e-4,1.557751350059251e-4,2.535361882965306e-5,4.5586507901992186e-4
1036,1.552013509817717e-4,2.3113675667531806e-5,4.5502860033035325e-4,1.5490647220753236e-4,2.4243738669615293e-5,4.551337541052177e-4
1037,1.546533574000467e-4,2.156799428302248e-5,4.5236635006415236e-4,1.5391392106511078e-4,2.1486031283414892e-5,4.524480573770128e-4
1038,1.5311230356700634e-4,1.9642907709388498e-5,4.51250721713621e-4,1.5293984207790021e-4,2.0500732803373883e-5,4.513524905979502e-4
1039,1.5450497355114633e-4,1.859749842199881e-5,4.491791782695358e-4,1.530601259462224e-4,1.868461497788849e-5,4.492542684975693e-4
1040,1.598781243684815e-4,1.635442889153344e-5,4.4696093426803895e-4,1.5840029280263048e-4,1.67591723709143e-5,4.47043259303705e-4
1041,1.6667049437444026e-4,1.6366879179324813e-5,4.4518638606714394e-4,1.6503092172304e-4,1.6592207397730408e-5,4.45292472032532e-4
1042,1.6899617243353802e-4,1.4096011409665674e-5,4.4236090651714785e-4,1.674818565373387e-4,1.3577613051726785e-5,4.4240430377483566e-4
1043,1.753450997262534e-4,1.3241614642514032e-5,4.3996263647022707e-4,1.7370129621997824e-4,1.4299282984190348e-5,4.4008983559528096e-4
1044,1.7577198556028965e-4,1.3325738367286966e-5,4.3746495293781984e-4,1.7560907162337468e-4,1.213587011278503e-5,4.3744288117739794e-4
1045,1.7751866902828196e-4,1.0022918712056832e-5,4.341339518392339e-4,1.771020305802401e-4,1.1588227633058197e-5,4.3425036833244415e-4
1046,1.8041175194746247e-4,1.1149533380494624e-5,4.3173874476488776e-4,1.8074478245077669e-4,1.1339879694002389e-5,4.317148358973643e-4
1047,1.8700293637158885e-4,9.747266649395115e-6,4.3420251036924737e-4,1.873589739288533e-4,9.166523653724557e-6,4.338169309813548e-4
1048,1.8748761872799458e-4,8.760012546216432e-6,4.3804857918708395e-4,1.875898809164099e-4,9.25153305208457e-6,4.377311825293983e-4
1049,1.9448557440887872e-4,8.613062790351886e-6,4.404666239525432e-4,1.93250301972482e-4,8.844399343356401e-6,4.403113929988508e-4
1050,1.9758341340429778e-4,8.211848907153807e-6,4.441378578819234e-4,1.9704315156267332e-4,8.34150793757631e-6,4.439169660742722e-4
1051,1.9777776723031888e-4,7.768841796123185e-6,4.482198251064118e-4,1.9742379488306593e-4,7.856371359215113e-6,4.4788531863971983e-4
1052,2.0110383729671309e-4,7.319626061222817e-6,4.597056975869545e-4,2.0134232623766256e-4,7.406007490480411e-6,4.5797617010226584e-4
1053,2.0615756669777247e-4,6.89358050698138e-6,4.6491087699762797e-4,2.0648575838403576e-4,6.963731087572666e-6,4.6691594874527173e-4
1054,2.1284475949105589e-4,6.556974481393774e-6,4.764251580246676e-4,2.132303178242299e-4,6.599937832440142e-6,4.7683478431807943e-4
1055,2.1710818517477296e-4,6.220687294059718e-6,4.8817749606790064e-4,2.164085934368909e-4,6.256613036329121e-6,4.883545570038079e-4
1056,2.2280868109530053e-4,5.919255222185968e-6,4.98476873031778e-4,2.224272669512366e-4,5.944324304478817e-6,4.990454381223593e-4
1057,2.2781952043192947e-4,5.63765354013476e-6,5.10106612544999e-4,2.275440591432857e-4,5.666438784384134e-6,5.100924710911603e-4
1058,2.286303272804892e-4,5.390013257209545e-6,5.189359429326409e-4,2.299093587369106e-4,5.411225389920602e-6,5.193589294199497e-4
1059,2.2903590972689803e-4,5.164816345655459e-6,5.286843613788619e-4,2.2901492175134386e-4,5.18995808510921e-6,5.286608225485762e-4
1060,2.312502809914055e-4,4.936256830497307e-6,5.367530279971121e-4,2.3424454679065652e-4,4.9905729282177656e-6,5.36857142094055e-4
1061,2.3645081096340412e-4,4.854852792110951e-6,5.4569168435201e-4,2.388290137031903e-4,4.808170700338721e-6,5.445968847452304e-4
1062,2.4072014590334525e-4,4.596441954447982e-6,5.563257433392256e-4,2.437427440045115e-4,4.798830568870182e-6,5.556850973833681e-4
1063,2.458414744544102e-4,4.885300096625611e-6,5.661780360187662e-4,2.4748099939458966e-4,4.672742124427904e-6,5.651672821909203e-4
1064,2.4831365484316516e-4,4.831814049692552e-6,5.750586157658446e-4,2.505023155332068e-4,5.214115045109804e-6,5.743595796919483e-4
1065,2.5187006115632606e-4,5.615680563593042e-6,5.836608725946009e-4,2.5267308343256665e-4,5.3558173222695695e-6,5.828577352741146e-4
1066,2.533403415400708e-4,7.06808451798385e-6,5.912197393803926e-4,2.5374707438221775e-4,7.015853119525485e-6,5.901410879604552e-4
1067,2.556214340167833e-4,8.157376519995492e-6,5.988561532900267e-4,2.5618355820629824e-4,8.564895657511282e-6,5.979696109609476e-4
1068,2.580833560539256e-4,1.2550295811773963e-5,6.061455234816704e-4,2.5823129883839754e-4,1.1326736776652452e-5,6.048605002654107e-4
1069,2.606603777090741e-4,1.4916733224216512e-5,6.133629487902581e-4,2.618796261872697e-4,1.6279533980708332e-5,6.122819645597331e-4
1070,2.672454414906009e-4,2.2064654856383706e-5,6.206199582565587e-4,2.6858415649211906e-4,2.0469138580127357e-5,6.191859653031648e-4
1071,2.8050700870583904e-4,2.745209587480979e-5,6.285717673189639e-4,2.822380070243505e-4,2.8944878352077015e-5,6.274308701775244e-4
1072,3.0212027718271885e-4,3.706911002220244e-5,6.359561940038705e-4,3.026908402360934e-4,3.603483016177625e-5,6.350420711653067e-4
1073,3.215704808325926e-4,4.6505984955968724e-5,6.459015654098649e-4,3.254280481274128e-4,4.739879541257374e-5,6.456751793441304e-4
1074,3.346198311153963e-4,5.817251725405e-5,6.554618746180887e-4,3.317622473075903e-4,5.7946528304903565e-5,6.566118462018194e-4
1075,3.414094127983868e-4,7.183338246592307e-5,6.694786676024018e-4,3.4108271398649616e-4,7.172607532806758e-5,6.692057432853752e-4
1076,3.5303658408288534e-4,8.552003473339243e-5,6.87912770650283e-4,3.526904825687846e-4,8.596341995359184e-5,6.856898871747423e-4
1077,3.733070510641287e-4,1.001661364773083e-4,7.095052307090028e-4,3.7846586102652474e-4,1.0057036946644766e-4,7.169291341523196e-4
1078,4.025548436713944e-4,1.1690010300269381e-4,7.266191578828088e-4,4.0393769095883577e-4,1.1693315568593417e-4,7.287539314448338e-4
1079,4.3033460207679406e-4,1.3216217851222533e-4,7.698355206044815e-4,4.323211220946836e-4,1.3305781740605746e-4,7.791321153202302e-4
1080,4.4123808520539747e-4,1.4950269337592073e-4,8.312503288623974e-4,4.401899968983179e-4,1.49394080846787e-4,8.391624494521381e-4
1081,4.53118493646802e-4,1.6630980141422357e-4,8.911349522874525e-4,4.5331525003767853e-4,1.6639195396228216e-4,9.003029750996713e-4
1082,4.732136260776561e-4,1.827776189389494e-4,9.513717853018034e-4,4.749825061530796e-4,1.8283985733677583e-4,9.597168964785402e-4
1083,4.930503953195179e-4,1.9884544768721606e-4,0.0010018029212850738,4.948685610178627e-4,1.9889863765443607e-4,0.001014740835522221
1084,5.150851246228199e-4,2.107759464673734e-4,0.0010480120750307462,5.137101531990653e-4,2.113944713351114e-4,0.0010606480482921016
1085,5.37479390859709e-4,2.1685815194317555e-4,0.0010954650291201521,5.316313233615713e-4,2.1744332414806223e-4,0.0011046671334766227
1086,5.532107321135796e-4,2.2242959300626603e-4,0.0011431234367071821,5.500380129026684e-4,2.2307570640144498e-4,0.0011466986508351167
1087,5.704644410903137e-4,2.2775834310338047e-4,0.0011885086900096692,5.67937439202975e-4,2.2836056467654341e-4,0.0011865838332252084
1088,5.869519553178859e-4,2.327532626398772e-4,0.0012306285229821854,5.840156167199045e-4,2.3335154517697775e-4,0.001225907884935692
1089,6.018688378142103e-4,2.3737858313640128e-4,0.0012701884273303803,5.996646229268858e-4,2.3795378745383259e-4,0.0012653037702882344
1090,6.162484925924755e-4,2.4163015152224145e-4,0.00130663417653702,6.136075697133459e-4,2.4220793181585482e-4,0.0013020446511412102
1091,6.289181304171602e-4,2.4554940059699136e-4,0.0013404817149461142,6.268752372829334e-4,2.4608914746663396e-4,0.0013355476516948368
1092,6.443287129201449e-4,2.4910321942302107e-4,0.0013713970522941075,6.423503053234345e-4,2.4967328127008855e-4,0.0013669858890014168
1093,6.541341926865858e-4,2.525686345689633e-4,0.0013998089526121864,6.548887582126689e-4,2.5306722031222316e-4,0.0013944481463426
1094,6.62287105595256e-4,2.55561855554649e-4,0.0014253915279312038,6.614103297198536e-4,2.561692535727248e-4,0.0014211792075308337
1095,6.689923460021472e-4,2.5923249278470684e-4,0.0014483984269989512,6.674403144185427e-4,2.5960697939068694e-4,0.001442632432053813
1096,6.729949731070827e-4,2.609011031168883e-4,0.00146890244709723,6.716012852074455e-4,2.612697008391467e-4,0.0014640436279062942
1097,6.789362559455848e-4,2.606058728230494e-4,0.0014859078142518691,6.773683601116853e-4,2.6074242546332674e-4,0.0014800419483609844
1098,6.854317822934449e-4,2.630470777555608e-4,0.0015011199260525586,6.851663302760767e-4,2.635969449563207e-4,0.00149457393359074
1099,6.949378834715214e-4,2.642499403207727e-4,0.001511393864960252,6.931283707864443e-4,2.6418341477076003e-4,0.0015046331738558301
1100,7.024118321874496e-4,2.690986184676192e-4,0.001520300577543956,7.017022417612276e-4,2.6956269582924046e-4,0.0015114085714199974
1101,7.110529420906269e-4,2.7336528701920573e-4,0.001523209168705086,7.105416737319906e-4,2.733119457857848e-4,0.0015145962136588775
1102,7.257263522762953e-4,2.809969844296548e-4,0.0015248388497699078,7.207201308954531e-4,2.8128480196556093e-4,0.0015132355196542696
1103,7.383755765168658e-4,2.899093530907438e-4,0.0015200003464980764,7.375344804289922e-4,2.932541417815609e-4,0.0015086139308436051
1104,7.437368959188246e-4,3.133019273279603e-4,0.0015140960603015,7.434652709322282e-4,3.16431665260838e-4,0.0015002679100727056
1105,7.550945753686266e-4,3.374379134536635e-4,0.0015018949436551964,7.535708201374924e-4,3.4088183920094774e-4,0.0014869936459684565
1106,7.884480472961756e-4,3.5208813071629626e-4,0.0014890190728883781,7.855376541588198e-4,3.5158652999801523e-4,0.0014727742102290636
1107,8.563482182583728e-4,3.5437101671365e-4,0.0014708158126020027,8.49767452460461e-4,3.5360363288111435e-4,0.001453873840840225
1108,8.921707914178511e-4,3.6379083403893217e-4,0.001452378570352804,8.90163945396436e-4,3.6330032814423975e-4,0.00143429615748531
1109,9.389899239647468e-4,0.00038168687577132255,0.0014301050852912511,9.341778531611596e-4,3.829788617533802e-4,0.0014121495514398533
1110,9.590518077724345e-4,4.000831698878182e-4,0.001425014167327961,9.51538207877131e-4,4.000487558882103e-4,0.0014181284295407617
1111,9.795861986849341e-4,4.1889846440342475e-4,0.0014528842824557205,9.697053427052821e-4,4.1997908803850716e-4,0.00145558548543738
1112,9.931646376351746e-4,4.3786365389451935e-4,0.0014345729078443837,9.924456170183758e-4,4.380001452936247e-4,0.001435618861388678
1113,0.0010108484748100693,4.537209413718542e-4,0.0015101271816097437,0.0010088994141071832,4.5144325420250046e-4,0.0015120899830340612
1114,0.001030477697856672,4.5787998840043654e-4,0.0015772443939349964,0.001032635873343059,4.556226067120254e-4,0.0015790957868135284
1115,0.001032755011884571,4.619103820283664e-4,0.0016722348935347309,0.0010284955193536735,4.596998992092634e-4,0.0016671779261218634
1116,0.0010478245770845502,4.6582770674586e-4,0.0017635319456435706,0.001043714335113178,4.6360424968959333e-4,0.0017573243611884559
1117,0.001073959884717876,4.69521636601026e-4,0.0018504866766781455,0.0010763475626374029,4.673925551298464e-4,0.0018448637696213933
1118,0.0010826260952507846,4.730750417640475e-4,0.0019328056581591761,0.0010875632190864963,4.709927855205426e-4,0.0019271116702785078
1119,0.001114664244729305,4.764075497561573e-4,0.0020103580437416803,0.0011159062908403256,4.74373825940502e-4,0.0020049162245954905
1120,0.0011414192248762798,4.699330352732868e-4,0.00208311883114933,0.0011365787989181472,4.6672444361101615e-4,0.0020778125159355483
1121,0.001135987030374021,4.6200034225554764e-4,0.0021510959893182237,0.0011314470622382858,4.588564984248164e-4,0.002146033284108459
1122,0.0011316743283169785,4.5467307187485595e-4,0.002214570588118308,0.001126363119211888,4.5195180396291184e-4,0.002209484434934624
1123,0.001128121995327749,4.480526483373766e-4,0.002273216677737408,0.0011240571879861999,4.4518280815701274e-4,0.00226858322371663
1124,0.0011253398556048033,4.421087566336473e-4,0.0023277672293285177,0.0011196571838432935,4.3990701548071145e-4,0.002322635804709424
1125,0.0011240500679976573,4.373800102186752e-4,0.0023773153007449477,0.0011196916879306783,4.3462957772065936e-4,0.002372715174646079
1126,0.0011232734009856593,4.336333818238864e-4,0.0024224313122819196,0.0011175696131956322,4.3204681113255127e-4,0.002416366393939375
1127,0.0011239129649639602,4.324310737686482e-4,0.0024615190411954265,0.0011184236054352136,4.2954708025816254e-4,0.0024557597159715417
1128,0.0011254927618961554,4.3034655777759133e-4,0.0024951308920727016,0.001119963785806238,4.2758651190276587e-4,0.0024866943127139877
1129,0.0011284365416237313,4.291325737218079e-4,0.0025202159965953827,0.0011216188444543743,4.267805795057791e-4,0.0025108622203252025
1130,0.0011323778723315726,4.3620591005424757e-4,0.0025383368319384265,0.0011264727809480069,4.334348568236242e-4,0.002525505118554197
1131,0.0011381491278446643,4.4644160057984617e-4,0.002544963490226388,0.0011307135557158774,4.455916139984025e-4,0.0025314716532284596
1132,0.0011450546527689421,4.67495902880154e-4,0.0025436487737583134,0.0011410362840095706,4.6532222920501743e-4,0.0025355082462279596
1133,0.0011676742274616939,4.93543259769061e-4,0.0025416322071781174,0.0011634127324993521,4.934765069316177e-4,0.002529659240945934
1134,0.0011932291182172284,5.30729515535112e-4,0.0025291710959827888,0.0011886239401019806,5.297216505053206e-4,0.0025159634626921662
1135,0.001218335725581241,5.681506197224567e-4,0.0025093773918673633,0.0012188176152474431,5.74105365042042e-4,0.002492516165382295
1136,0.0012101585559815126,5.830568162733598e-4,0.0024804069118557425,0.0012092439940542504,5.899037034740113e-4,0.0024620761180188275
1137,0.0012023311785653353,6.150812655253612e-4,0.002444344620379239,0.001199125013368968,6.211759302082811e-4,0.002423044876209615
1138,0.0012189633112813202,6.386077409038294e-4,0.0024014288820595263,0.0012063890021922112,6.400510476174759e-4,0.0023790126870010912
1139,0.0012343664912206486,6.543976376231375e-4,0.002352983777851183,0.0012223472678943202,6.553325031555457e-4,0.0023282684878704082
1140,0.001251025674602599,6.737261213274353e-4,0.0023000015714536542,0.0012380943647689587,6.803833149038416e-4,0.0022751293925580623
1141,0.0012692436089415309,7.02595466761821e-4,0.0022336885479174564,0.0012560886051262773,7.09839232685206e-4,0.0022129596206194235
1142,0.0012856868307131765,7.322471145774163e-4,0.002179118860664635,0.0012734869768838194,7.388645763289569e-4,0.0021597993163422957
1143,0.0012966986709886954,7.561307788592556e-4,0.0021271482498899943,0.0012899047996865576,7.595651308383697e-4,0.0021001283244430203
1144,0.001284777423499747,7.888673315568929e-4,0.002068365938223561,0.0012789992934458595,7.9198960768359e-4,0.0020422043788800547
1145,0.0012747611325200025,8.215815982172944e-4,0.002010526628670403,0.0012869774153636535,8.250097153084182e-4,0.001984075992075483
1146,0.0012737847248379232,8.339120839892512e-4,0.001954400489471062,0.0012699713449937653,8.359361877141175e-4,0.0019398224122072292
1147,0.001304082970903168,8.189148756898891e-4,0.0019253652826743853,0.0013046332765126669,8.198671449585166e-4,0.0019351964804429139
1148,0.0013131550089987218,8.03183301422089e-4,0.0019401648881569957,0.0013207854275366423,8.043812035718819e-4,0.0019378794875666335
1149,0.0012953516176527347,7.846302031435518e-4,0.0019609495284656792,0.0012729366897354798,7.806062418638021e-4,0.0019594752795938984
1150,0.0012320532362104868,7.719733893894866e-4,0.001981991808555434,0.0012417944216981767,7.646065883398334e-4,0.001981642782837752
1151,0.0012113454721550524,7.632696138690385e-4,0.0020183298510522683,0.0012152851030427484,7.566706538650774e-4,0.002014950333006435
1152,0.001206445721596072,7.55587047698927e-4,0.002058986529189205,0.0011965391195779436,7.485531443117111e-4,0.002055947963871073
1153,0.0011915465378190986,7.465822694239642e-4,0.0020972961253071143,0.001187923010769911,7.407280132272424e-4,0.002095029807286496
1154,0.0011879577198666766,7.141664732470969e-4,0.0021337791206630665,0.0011843997007781866,7.150418784326281e-4,0.0021311164770022573
1155,0.0011762782172227934,6.694925362834588e-4,0.002166925035044736,0.0011834322028109645,6.800519522136108e-4,0.0021655484684529763
1156,0.0011692618666797766,6.276915812144409e-4,0.002191062432720106,0.0011725873830530959,6.37728218268999e-4,0.002191123305848223
1157,0.001165115974782074,5.879139395832173e-4,0.002206035303052521,0.0011612934055903238,5.974715113076061e-4,0.0022079501749470336
1158,0.0011523296686163935,5.664052076529557e-4,0.002219843949692657,0.0011511231630192457,5.728753538408215e-4,0.0022194754144241645
1159,0.0011460683827759204,5.543472635718485e-4,0.002227641963994829,0.0011466418474567535,5.595645078834202e-4,0.0022290329568278684
1160,0.0011434314555571908,5.470457081714357e-4,0.0022336413277138424,0.0011436547974111371,5.5198009821639e-4,0.0022325606472042327
1161,0.0011536687561613688,5.259890362654706e-4,0.002235506096907167,0.0011510900446781791,5.215893640319949e-4,0.002234646846373944
1162,0.00116659788970688,4.991944636547908e-4,0.002235805273945385,0.001162914598353953,4.944690045537077e-4,0.002235431753223143
1163,0.00118000797325812,4.744356544256689e-4,0.0022461809680683685,0.001175751206294152,4.702911694308665e-4,0.0022463271990473014
1164,0.0011915350123156438,0.00045352600216888833,0.00224797333796027,0.0011857785565084313,4.494157595382224e-4,0.002246223494180782
1165,0.0012057870035933741,4.3538796035877566e-4,0.0022216442488191533,0.0011996221837315855,4.316250459220701e-4,0.0022202874064595405
1166,0.001245154977021426,4.1943191767947625e-4,0.0021889611329862367,0.0012327868648556422,0.00041034586800990283,0.002186785893982782
1167,0.0012528790761422667,3.92749134256045e-4,0.0021490583154712495,0.0012442213646569685,3.84878452766197e-4,0.0021472902351203286
1168,0.0012710534331243407,3.680842975131113e-4,0.002104801719393516,0.001271630273731844,3.597318413958733e-4,0.002102261830484237
1169,0.0012742537200573709,3.4324654200885264e-4,0.002054929110077667,0.0012719460765660356,3.36893647557815e-4,0.002052859537530634
1170,0.001279640663204163,3.208099746953258e-4,0.002002994246554416,0.001287668891375039,3.148578570771843e-4,0.002000200335071942
1171,0.0012926409762698712,2.9989939435694235e-4,0.001947402273923919,0.0013005436292783225,2.946503066380034e-4,0.001945047537672833
1172,0.0013124319898563247,2.8014693359525275e-4,0.0018975314647448858,0.0013202833035721936,2.755344001964112e-4,0.0018969148963040438
1173,0.001329766900519769,2.616599422811593e-4,0.0018499263266475306,0.00132367022118875,2.5763102407791666e-4,0.0018530715979886443
1174,0.001331000598463299,2.444319204518071e-4,0.0018429682104457985,0.0013205869015569655,2.4091041191678505e-4,0.0018435862667245935
1175,0.0013321714032401783,2.2841059588656155e-4,0.0019182027082702967,0.0013372102498999912,2.2532646830174428e-4,0.0019185418546575417
1176,0.0013295163485588257,2.1353808839799887e-4,0.0019909736944044147,0.0013199896446182834,2.1085223000938904e-4,0.0019909033190205257
